fighter,weight_class,elo,record,fights,wins,losses,draws,win_rate,finish_rate,last_fight,rank
Vinny Magalhaes,Light Heavyweight,1460.3,1-4-0,5,1,4,0,20.0,100.0,2013-08-03,130
Sean O'Connell,Light Heavyweight,1458.5,2-5-0,7,2,5,0,28.6,100.0,2016-12-09,131
Rafael Cavalcante,Light Heavyweight,1458.2,1-4-0,5,1,4,0,20.0,100.0,2016-02-06,132
Joachim Christensen,Light Heavyweight,1458.2,1-3-0,4,1,3,0,25.0,100.0,2017-06-25,132
Jeremy Kimball,Light Heavyweight,1456.3,1-3-0,4,1,3,0,25.0,100.0,2018-07-22,134
Henrique da Silva,Light Heavyweight,1455.5,2-4-0,6,2,4,0,33.3,100.0,2017-09-22,135
Rodney Wallace,Light Heavyweight,1454.8,0-3-0,3,0,3,0,0.0,0.0,2010-08-07,136
Gadzhimurad Antigulov,Light Heavyweight,1451.8,2-4-0,6,2,4,0,33.3,100.0,2020-10-17,137
Devin Clark,Light Heavyweight,1449.9,7-8-0,15,7,8,0,46.7,0.0,2024-02-10,138
Cody Donovan,Light Heavyweight,1449.5,1-3-0,4,1,3,0,25.0,100.0,2014-07-19,139
Darren Stewart,Light Heavyweight,1449.3,0-3-1,4,0,3,1,0.0,0.0,2021-08-28,140
Ivan Erslan,Light Heavyweight,1447.7,0-3-0,3,0,3,0,0.0,0.0,2025-09-27,141
Mike Rodriguez,Light Heavyweight,1447.0,2-5-1,8,2,5,1,25.0,100.0,2021-09-18,142
Sam Alvey,Light Heavyweight,1445.0,2-5-1,8,2,5,1,25.0,50.0,2022-02-05,143
Anton Turkalj,Light Heavyweight,1441.6,0-3-0,3,0,3,0,0.0,0.0,2024-03-30,144
Karl Roberson,Light Heavyweight,1439.8,0-3-0,3,0,3,0,0.0,0.0,2022-07-09,145
Fabio Cherant,Light Heavyweight,1439.3,0-3-0,3,0,3,0,0.0,0.0,2022-02-12,146
Igor Pokrajac,Light Heavyweight,1435.3,4-8-1,13,4,8,1,30.8,75.0,2016-04-10,147
Marvin Eastman,Light Heavyweight,1432.0,0-3-0,3,0,3,0,0.0,0.0,2007-02-03,148
Marcin Prachnio,Light Heavyweight,1431.6,4-7-0,11,4,7,0,36.4,25.0,2025-07-19,149
Justin Ledet,Light Heavyweight,1428.8,0-4-0,4,0,4,0,0.0,0.0,2020-10-31,150
Ken Shamrock,Light Heavyweight,1428.0,0-4-0,4,0,4,0,0.0,0.0,2006-10-10,151
Ike Villanueva,Light Heavyweight,1427.5,1-4-0,5,1,4,0,20.0,100.0,2022-04-23,152
Khadis Ibragimov,Light Heavyweight,1426.4,0-4-0,4,0,4,0,0.0,0.0,2020-09-26,153
Seth Petruzelli,Light Heavyweight,1421.2,0-4-0,4,0,4,0,0.0,0.0,2010-11-13,154
Rafael Cerqueira,Light Heavyweight,1420.6,0-4-0,4,0,4,0,0.0,0.0,2025-11-22,155
Vinicius Moreira,Light Heavyweight,1408.3,0-4-0,4,0,4,0,0.0,0.0,2021-01-20,156
Elvis Sinosic,Light Heavyweight,1395.7,0-6-0,6,0,6,0,0.0,0.0,2007-04-21,157
Islam Makhachev,Lightweight,1760.9,15-1-0,16,15,1,0,93.8,66.7,2025-01-18,1
Khabib Nurmagomedov,Lightweight,1718.8,12-0-0,12,12,0,0,100.0,50.0,2020-10-24,2
Charles Oliveira,Lightweight,1707.2,17-6-1,24,17,6,1,70.8,88.2,2025-10-11,3
Arman Tsarukyan,Lightweight,1679.6,10-2-0,12,10,2,0,83.3,50.0,2025-11-22,4
Donald Cerrone,Lightweight,1658.8,17-6-0,23,17,6,0,73.9,58.8,2019-09-14,5
Benoit Saint Denis,Lightweight,1658.7,9-2-0,11,9,2,0,81.8,100.0,2026-01-31,6
Francisco Trinaldo,Lightweight,1642.6,15-6-0,21,15,6,0,71.4,40.0,2020-07-25,7
Justin Gaethje,Lightweight,1638.7,10-5-0,15,10,5,0,66.7,60.0,2026-01-24,8
Beneil Dariush,Lightweight,1634.4,17-7-1,25,17,7,1,68.0,47.1,2025-11-15,9
Kenny Florian,Lightweight,1631.2,9-3-0,12,9,3,0,75.0,88.9,2010-08-28,10
Kevin Lee,Lightweight,1627.2,11-5-0,16,11,5,0,68.8,63.6,2020-03-14,11
Alexander Hernandez,Lightweight,1625.6,10-4-0,14,10,4,0,71.4,50.0,2025-09-13,12
Paddy Pimblett,Lightweight,1623.2,7-1-0,8,7,1,0,87.5,71.4,2026-01-24,13
Gregor Gillespie,Lightweight,1622.4,7-1-0,8,7,1,0,87.5,85.7,2021-05-08,14
Dustin Poirier,Lightweight,1621.4,14-6-1,21,14,6,1,66.7,71.4,2025-07-19,15
Joel Alvarez,Lightweight,1621.2,7-2-0,9,7,2,0,77.8,100.0,2024-12-14,16
Frankie Edgar,Lightweight,1615.1,9-3-1,13,9,3,1,69.2,33.3,2012-08-11,17
Michel Prazeres,Lightweight,1611.7,8-1-0,9,8,1,0,88.9,25.0,2018-02-03,18
TJ Grant,Lightweight,1610.8,5-0-0,5,5,0,0,100.0,60.0,2013-05-25,19
Nate Diaz,Lightweight,1610.2,11-6-0,17,11,6,0,64.7,72.7,2015-12-19,20
Rafael Dos Anjos,Lightweight,1608.6,15-9-0,24,15,9,0,62.5,40.0,2024-03-09,21
Mateusz Gamrot,Lightweight,1606.7,8-4-0,12,8,4,0,66.7,50.0,2025-10-11,22
Fares Ziam,Lightweight,1606.6,8-2-0,10,8,2,0,80.0,25.0,2025-12-06,23
Renato Moicano,Lightweight,1604.2,7-3-0,10,7,3,0,70.0,85.7,2025-06-28,24
Drakkar Klose,Lightweight,1603.2,10-3-0,13,10,3,0,76.9,20.0,2025-08-16,25
Mairbek Taisumov,Lightweight,1602.7,7-2-0,9,7,2,0,77.8,71.4,2019-09-07,26
Paul Felder,Lightweight,1600.0,9-5-0,14,9,5,0,64.3,55.6,2020-11-14,27
Myles Jury,Lightweight,1598.6,6-1-0,7,6,1,0,85.7,50.0,2015-01-03,28
Tony Ferguson,Lightweight,1597.8,14-7-0,21,14,7,0,66.7,71.4,2023-12-16,29
BJ Penn,Lightweight,1596.3,10-5-1,16,10,5,1,62.5,90.0,2019-05-11,30
Manuel Torres,Lightweight,1595.8,5-1-0,6,5,1,0,83.3,100.0,2025-12-06,31
Rustam Khabilov,Lightweight,1595.3,9-3-0,12,9,3,0,75.0,22.2,2019-02-23,32
Benson Henderson,Lightweight,1594.2,9-3-0,12,9,3,0,75.0,11.1,2015-01-18,33
Chris Duncan,Lightweight,1592.9,6-1-0,7,6,1,0,85.7,50.0,2025-12-06,34
Ludovit Klein,Lightweight,1592.5,7-1-1,9,7,1,1,77.8,14.3,2025-10-25,35
Gilbert Burns,Lightweight,1591.8,7-3-0,10,7,3,0,70.0,85.7,2019-04-27,36
Grant Dawson,Lightweight,1591.4,7-2-1,10,7,2,1,70.0,57.1,2025-12-06,37
Dan Hooker,Lightweight,1590.6,11-6-0,17,11,6,0,64.7,54.5,2026-01-31,38
Pat Miletich,Lightweight,1588.5,5-0-0,5,5,0,0,100.0,40.0,1999-07-16,39
Quillan Salkilld,Lightweight,1586.5,4-0-0,4,4,0,0,100.0,75.0,2026-01-31,40
Sage Northcutt,Lightweight,1584.1,5-0-0,5,5,0,0,100.0,40.0,2018-02-18,41
Laverne Clark,Lightweight,1580.1,4-0-0,4,4,0,0,100.0,75.0,2000-04-14,42
Jim Miller,Lightweight,1579.3,24-18-1,43,24,18,1,55.8,70.8,2025-04-12,43
Dennis Siver,Lightweight,1578.9,8-4-0,12,8,4,0,66.7,62.5,2011-10-29,44
Cole Miller,Lightweight,1578.6,7-3-0,10,7,3,0,70.0,85.7,2011-08-14,45
Chris Padilla,Lightweight,1578.6,4-0-0,4,4,0,0,100.0,75.0,2025-11-08,45
Roger Huerta,Lightweight,1577.8,6-2-0,8,6,2,0,75.0,66.7,2009-09-16,47
Chase Hooper,Lightweight,1575.6,5-1-0,6,5,1,0,83.3,60.0,2025-08-16,48
Ignacio Bahamondes,Lightweight,1574.1,5-3-0,8,5,3,0,62.5,100.0,2025-06-21,49
James Vick,Lightweight,1573.1,9-4-0,13,9,4,0,69.2,55.6,2019-07-20,50
Rashid Magomedov,Lightweight,1572.7,5-1-0,6,5,1,0,83.3,20.0,2017-04-15,51
Nik Lentz,Lightweight,1571.5,10-5-2,17,10,5,2,58.8,40.0,2019-05-18,52
Nasrat Haqparast,Lightweight,1570.4,10-5-0,15,10,5,0,66.7,20.0,2025-10-25,53
Jalin Turner,Lightweight,1568.2,7-5-0,12,7,5,0,58.3,100.0,2025-12-06,54
David Teymur,Lightweight,1567.0,5-1-0,6,5,1,0,83.3,40.0,2019-02-02,55
Kurt Pellegrino,Lightweight,1565.7,7-4-0,11,7,4,0,63.6,71.4,2011-03-19,56
Nazim Sadykhov,Lightweight,1564.9,4-1-1,6,4,1,1,66.7,100.0,2025-12-06,57
Mike Davis,Lightweight,1562.6,5-2-0,7,5,2,0,71.4,60.0,2025-07-12,58
Diego Ferreira,Lightweight,1562.5,10-7-0,17,10,7,0,58.8,70.0,2025-09-13,59
Mark Bocek,Lightweight,1562.2,8-5-0,13,8,5,0,61.5,50.0,2014-04-16,60
Al Iaquinta,Lightweight,1560.7,9-6-0,15,9,6,0,60.0,44.4,2021-11-06,61
Olivier Aubin-Mercier,Lightweight,1560.3,7-4-0,11,7,4,0,63.6,71.4,2019-07-27,62
Jorge Masvidal,Lightweight,1557.2,5-2-0,7,5,2,0,71.4,20.0,2015-04-04,63
Mauricio Ruffy,Lightweight,1556.3,3-1-0,4,3,1,0,75.0,100.0,2026-01-31,64
Michael Chiesa,Lightweight,1555.8,7-4-0,11,7,4,0,63.6,71.4,2018-07-07,65
Tom Nolan,Lightweight,1554.5,4-1-0,5,4,1,0,80.0,50.0,2025-09-27,66
Chris Wade,Lightweight,1551.9,5-2-0,7,5,2,0,71.4,40.0,2017-07-22,67
Rafa Garcia,Lightweight,1551.6,6-4-0,10,6,4,0,60.0,33.3,2025-09-13,68
Drew Dober,Lightweight,1551.3,13-10-1,24,13,10,1,54.2,84.6,2025-10-18,69
Davi Ramos,Lightweight,1550.8,4-2-0,6,4,2,0,66.7,75.0,2020-07-18,70
James Krause,Lightweight,1550.7,5-3-0,8,5,3,0,62.5,60.0,2018-01-14,71
Thiago Tavares,Lightweight,1548.9,8-5-1,14,8,5,1,57.1,50.0,2013-11-09,72
Jens Pulver,Lightweight,1547.4,6-2-1,9,6,2,1,66.7,33.3,2007-06-23,73
Nurullo Aliev,Lightweight,1547.0,3-0-0,3,3,0,0,100.0,0.0,2025-11-22,74
Max Holloway,Lightweight,1545.2,2-1-0,3,2,1,0,66.7,50.0,2025-07-19,75
Kaue Fernandes,Lightweight,1545.2,3-1-0,4,3,1,0,75.0,66.7,2025-09-06,75
Anthony Pettis,Lightweight,1545.0,7-7-0,14,7,7,0,50.0,71.4,2020-01-18,77
Esteban Ribovics,Lightweight,1544.4,4-2-0,6,4,2,0,66.7,25.0,2025-08-02,78
MarQuel Mederos,Lightweight,1544.0,3-0-0,3,3,0,0,100.0,0.0,2025-06-07,79
Joe Lauzon,Lightweight,1543.6,15-12-0,27,15,12,0,55.6,86.7,2019-10-18,80
Rafael Fiziev,Lightweight,1543.4,7-5-0,12,7,5,0,58.3,42.9,2026-01-31,81
Stevie Ray,Lightweight,1543.3,7-4-0,11,7,4,0,63.6,28.6,2019-10-26,82
Damir Ismagulov,Lightweight,1542.7,5-2-0,7,5,2,0,71.4,0.0,2023-07-01,83
Jordan Leavitt,Lightweight,1542.2,5-3-0,8,5,3,0,62.5,80.0,2025-05-31,84
Michael Johnson,Lightweight,1540.9,14-13-0,27,14,13,0,51.9,42.9,2025-07-19,85
Melvin Guillard,Lightweight,1540.6,11-8-1,20,11,8,1,55.0,63.6,2014-03-08,86
King Green,Lightweight,1540.2,13-11-2,26,13,11,2,50.0,38.5,2025-03-08,87
Sean Sherk,Lightweight,1539.4,4-2-0,6,4,2,0,66.7,0.0,2010-09-25,88
Jacob Volkmann,Lightweight,1539.3,6-2-0,8,6,2,0,75.0,16.7,2013-02-02,89
Eddie Alvarez,Lightweight,1539.3,4-3-1,8,4,3,1,50.0,50.0,2018-07-28,89
Desmond Green,Lightweight,1539.3,4-3-0,7,4,3,0,57.1,25.0,2019-05-18,89
Abel Trujillo,Lightweight,1538.3,6-4-1,11,6,4,1,54.5,66.7,2017-12-16,92
Evan Dunham,Lightweight,1536.5,11-8-1,20,11,8,1,55.0,27.3,2018-09-22,93
Edson Barboza,Lightweight,1536.5,14-10-0,24,14,10,0,58.3,50.0,2025-12-06,93
Leonardo Santos,Lightweight,1535.3,6-3-1,10,6,3,1,60.0,50.0,2022-08-20,95
Terrance McKinney,Lightweight,1532.8,7-5-0,12,7,5,0,58.3,100.0,2025-12-06,96
Magomed Mustafaev,Lightweight,1532.4,3-2-0,5,3,2,0,60.0,100.0,2020-02-22,97
Norman Parke,Lightweight,1531.7,5-3-1,9,5,3,1,55.6,20.0,2016-02-27,98
Paul Sass,Lightweight,1531.3,3-2-0,5,3,2,0,60.0,100.0,2013-02-16,99
Genki Sudo,Lightweight,1530.4,2-1-0,3,2,1,0,66.7,100.0,2004-04-02,100
Gleison Tibau,Lightweight,1530.3,16-11-0,27,16,11,0,59.3,31.2,2018-06-01,101
Johnny Case,Lightweight,1530.3,4-2-0,6,4,2,0,66.7,50.0,2017-06-25,101
Alex Oliveira,Lightweight,1528.0,2-1-0,3,2,1,0,66.7,100.0,2016-10-01,103
Jake Matthews,Lightweight,1527.3,4-3-0,7,4,3,0,57.1,100.0,2016-11-26,104
Mason Jones,Lightweight,1527.0,3-2-1,6,3,2,1,50.0,33.3,2025-09-06,105
Joaquim Silva,Lightweight,1526.8,7-5-0,12,7,5,0,58.3,42.9,2025-09-13,106
Adriano Martins,Lightweight,1526.5,4-3-0,7,4,3,0,57.1,75.0,2017-09-09,107
Uros Medic,Lightweight,1526.5,2-1-0,3,2,1,0,66.7,100.0,2022-05-21,107
Thiago Moises,Lightweight,1525.4,8-7-0,15,8,7,0,53.3,50.0,2025-05-17,109
Tyson Griffin,Lightweight,1524.8,7-5-0,12,7,5,0,58.3,28.6,2010-11-20,110
Matt Serra,Lightweight,1524.6,3-2-0,5,3,2,0,60.0,33.3,2004-06-19,111
Luis Pena,Lightweight,1524.5,4-3-0,7,4,3,0,57.1,50.0,2021-04-17,112
Mikey Burnett,Lightweight,1523.6,2-1-0,3,2,1,0,66.7,50.0,1999-01-08,113
Vinc Pichel,Lightweight,1523.0,7-5-0,12,7,5,0,58.3,14.3,2025-03-29,114
Terry Etim,Lightweight,1522.5,6-5-0,11,6,5,0,54.5,83.3,2013-02-16,115
Joe Stevenson,Lightweight,1521.9,7-6-0,13,7,6,0,53.8,71.4,2011-03-03,116
Claudio Puelles,Lightweight,1521.5,5-4-0,9,5,4,0,55.6,60.0,2025-09-13,117
Kevin Jackson,Lightweight,1519.2,2-1-0,3,2,1,0,66.7,100.0,1997-12-21,118
Chad Laprise,Lightweight,1517.7,3-2-0,5,3,2,0,60.0,33.3,2016-08-27,119
Trey Ogden,Lightweight,1517.7,3-2-1,6,3,2,1,50.0,0.0,2025-01-11,119
Mark Madsen,Lightweight,1517.6,4-2-0,6,4,2,0,66.7,25.0,2023-11-11,121
Scott Holtzman,Lightweight,1517.3,7-6-0,13,7,6,0,53.8,42.9,2022-12-03,122
Diego Sanchez,Lightweight,1516.9,6-5-0,11,6,5,0,54.5,0.0,2017-04-22,123
Hermes Franca,Lightweight,1516.6,5-5-0,10,5,5,0,50.0,60.0,2009-09-19,124
Joe Solecki,Lightweight,1516.6,5-4-0,9,5,4,0,55.6,40.0,2025-01-11,124
Josh Emmett,Lightweight,1516.0,2-1-0,3,2,1,0,66.7,0.0,2017-04-08,126
Joe Proctor,Lightweight,1515.3,4-3-0,7,4,3,0,57.1,75.0,2015-12-12,127
Charlie Campbell,Lightweight,1515.1,2-1-0,3,2,1,0,66.7,50.0,2025-09-27,128
George Sotiropoulos,Lightweight,1514.9,5-4-0,9,5,4,0,55.6,60.0,2013-10-19,129
Kajan Johnson,Lightweight,1513.6,4-3-0,7,4,3,0,57.1,25.0,2018-09-15,130
Din Thomas,Lightweight,1513.3,5-4-0,9,5,4,0,55.6,40.0,2008-04-02,131
Anthony Rocco Martin,Lightweight,1511.7,4-4-0,8,4,4,0,50.0,50.0,2017-09-16,132
John Makdessi,Lightweight,1511.6,10-9-0,19,10,9,0,52.6,20.0,2023-09-09,133
Mateusz Rebecki,Lightweight,1511.4,3-3-0,6,3,3,0,50.0,66.7,2025-10-25,134
Josh Thomson,Lightweight,1510.5,3-4-0,7,3,4,0,42.9,66.7,2015-07-15,135
Matt Wiman,Lightweight,1510.4,10-8-0,18,10,8,0,55.6,50.0,2020-12-05,136
Steve Garcia,Lightweight,1508.8,2-2-0,4,2,2,0,50.0,100.0,2023-12-09,137
Reza Madadi,Lightweight,1508.1,3-4-0,7,3,4,0,42.9,100.0,2017-05-28,138
